index,byte,bit,quest_id,category,prowler,rank,name,notes
1408,176,0,1011001,Event Hub,no,G4,Case Closed: Desert Arrest!,
1409,176,1,1011004,Event Hub,no,G3,Shonen: Winged Nocturne,
1410,176,2,1011005,Event Hub,no,G4,Drifters: Isle of Lost Souls,
1411,176,3,1011008,Event Hub,no,G4,The Legend of Zelda: Courage,
1412,176,4,1011009,Event Hub,no,G4,DUMMY,placeholder entry
1413,176,5,1011010,Event Hub,no,G4,Into the Maw of Darkness,
1414,176,6,1011011,Event Hub,no,G4,Fan Club: Climbing The Ranks,
1415,176,7,1011012,Event Hub,no,G4,URGENT: COAL MINERS NEEDED,
1416,177,0,1011013,Event Hub,no,G2,Frozen Free-For-All,
1417,177,1,1011015,Event Hub,no,G3,Nerscylla Nightmare,
1418,177,2,1011016,Event Hub,no,G2,It'll Come Out in the Wash,
1419,177,3,1011017,Event Hub,no,G3,"""My Love is Like a Chill Wind...?""",
1420,177,4,1011018,Event Hub,no,G3,A Solid Argument,
1421,177,5,1011019,Event Hub,no,G4,Glimmers of False Hope,
1422,177,6,1011024,Event Hub,no,G4,Forewarned is Four-Horned,
1423,177,7,1011020,Event Hub,no,G4,Violence in the Verdure,
1424,178,0,1011021,Event Hub,no,G4,Paws Off My Fish!,
1425,178,1,1011022,Event Hub,no,G4,"Big, Bad 'n' Woolly",
1426,178,2,1011023,Event Hub,no,G4,Blade Blazing Brightly Black,
1427,178,3,1011025,Event Hub,no,G4,Meat is Murder,
1428,178,4,1011026,Event Hub,no,G4,The Cry of Chaos,
1429,178,5,1011027,Event Hub,no,G4,Brutal Brachydios,
1430,178,6,1011028,Event Hub,no,G4,Bequest Quest,
1431,178,7,1011029,Event Hub,no,G4,"Forget Valstrax, Big Sis is Scarier!",
1432,179,0,1011030,Event Hub,no,G4,"The Gloom of 1,001 Nights",
1433,179,1,1011031,Event Hub,no,G4,A Terrible Light,
1434,179,2,1011032,Event Hub,no,G4,Legitimate Soaratorium Quest,
1435,179,3,1011033,Event Hub,no,G4,Lord of the Volcanic Hollow,
1436,179,4,1011034,Event Hub,no,G4,Welcome Back To Hell,
1437,179,5,1011035,Event Hub,no,G4,Monster on a Crusade,
1438,179,6,1011036,Event Hub,no,G4,Ukanlos-Made Global Cooling,
1439,179,7,1011037,Event Hub,no,G4,Lao-Shan Lung Time No See,
1440,180,0,1011039,Event Hub,no,G4,Alatreon and Alack,
1441,180,1,1011040,Event Hub,no,G4,End of a Dark History,
1442,180,2,1011041,Event Hub,no,G4,To Slay a Legend,
1443,180,3,1011042,Event Hub,no,G4,Defy the Prophecy,
1444,180,4,1011043,Event Hub,no,G4,Monster Hunter Channel I,
1445,180,5,1011044,Event Hub,no,G4,Monster Hunter Channel II,
1446,180,6,1011045,Event Hub,no,1,@,
1447,180,7,1011046,Event Hub,no,1,@,
1448,181,0,1011047,Event Hub,no,1,@,
1449,181,1,1011048,Event Hub,no,1,@,
1450,181,2,1011049,Event Hub,no,1,@,
1451,181,3,1111003,Event Hub,yes,G2,CoroCoro: Fart of Darkness,
1452,181,4,1111001,Event Hub,yes,G3,Baki: Deadly Claws,
1453,181,5,1111002,Event Hub,yes,G1,WORST: Skull Motif,
1454,181,6,1111007,Event Hub,yes,G4,DUMMY,placeholder entry
1455,181,7,1111006,Event Hub,yes,G2,The Legend of Zelda: Wisdom,
1456,182,0,1111004,Event Hub,yes,G1,Turnabout Takedown,
1457,182,1,1111005,Event Hub,yes,G3,Capcom: Prowler's Spirit,
1458,182,2,1111008,Event Hub,yes,G1,@,
1459,182,3,1111009,Event Hub,yes,G1,@,
1460,182,4,1111010,Event Hub,yes,G1,@,
1461,182,5,1111011,Event Hub,yes,G1,@,
1462,182,6,1111012,Event Hub,yes,G1,@,
1463,182,7,1111013,Event Hub,yes,G1,@,
1464,183,0,1111014,Event Hub,yes,G1,Prowler G-rank Quest 7,
1465,183,1,1111015,Event Hub,yes,G1,Prowler G-rank Quest 8,
1466,183,2,1020015,Event Arena,no,,XX Trials: Dreadqueen,
1467,183,3,1020016,Event Arena,no,,XX Trials: Thunderlord,
1468,183,4,1020017,Event Arena,no,,XX Trials: Silverwind,
1469,183,5,1020018,Event Arena,no,,XX Trials: Dreadking,
1470,183,6,1020019,Event Arena,no,,XX Trials: Grimclaw,
1471,183,7,1020020,Event Arena,no,,XX Trials: Gravios,
1472,184,0,1020021,Event Arena,no,,XX Trials: Elderfrost,
1473,184,1,1020022,Event Arena,no,,XX Trials: Hunt-a-thon I,
1474,184,2,1020023,Event Arena,no,,XX Trials: Hunt-a-thon II,
1475,184,3,1020024,Event Arena,no,,XX Trials: Stonefist,
1476,184,4,1020025,Event Arena,no,,XX Trials: Drilltusk,
1477,184,5,1020026,Event Arena,no,,XX Trials: Redhelm,
1478,184,6,1020027,Event Arena,no,,XX Trials: Deadeye,
1479,184,7,1020028,Event Arena,no,,XX Trials: Snowbaron,
1480,185,0,1020029,Event Arena,no,,XX Trials: Hunt-a-thon III,
1481,185,1,1020030,Event Arena,no,,@,
1482,185,2,1020001,Event Arena,no,,Event: Slay a Mizutsune,
1483,185,3,1020002,Event Arena,no,,Event: Slay a Glavenus,
1484,185,4,1020003,Event Arena,no,,Event: Slay a Gammoth,
1485,185,5,1020004,Event Arena,no,,Event: Slay an Astalos,
1486,185,6,1020005,Event Arena,no,,Event: Slay a Lagiacrus,
1487,185,7,1020006,Event Arena,no,,Event: Hunt-a-thon 1,
1488,186,0,1020007,Event Arena,no,,Event: Hunt-a-thon 2,
1489,186,1,1020008,Event Arena,no,,Event: Hunt-a-thon 3,
1490,186,2,1020009,Event Arena,no,,Event: Slay a Zinogre,
1491,186,3,1020010,Event Arena,no,,Event: Slay a Gore Magala,
1492,186,4,1020011,Event Arena,no,,Event: Slay a Tigrex,
1493,186,5,1020012,Event Arena,no,,Event: Slay a Rathalos,
1494,186,6,1020013,Event Arena,no,,Event: Slay a Nargacuga,
1495,186,7,1020014,Event Arena,no,,Event: Hunt-a-thon 4,
1496,187,0,1120007,Event Arena,yes,,XX Trials: Rathalos,
1497,187,1,1120008,Event Arena,yes,,XX Trials: Tigrex,
1498,187,2,1120009,Event Arena,yes,,XX Trials: Nargacuga,
1499,187,3,1120010,Event Arena,yes,,XX Trials: Zinogre,
1500,187,4,1120011,Event Arena,yes,,XX Trials: Brachydios,
1501,187,5,1120012,Event Arena,yes,,XX Trials: Hunt-a-thon IV,
1502,187,6,1120013,Event Arena,yes,,Quest Template,
1503,187,7,1120001,Event Arena,yes,,Event: Slay a Volvidon,
1504,188,0,1120002,Event Arena,yes,,Event: Slay a Royal Ludroth,
1505,188,1,1120003,Event Arena,yes,,Event: Slay a Lagombi,
1506,188,2,1120004,Event Arena,yes,,Event: Slay a Yian Kut-Ku,
1507,188,3,1120005,Event Arena,yes,,Event: Slay an Arzuros,
1508,188,4,1120006,Event Arena,yes,,Event: Hunt-a-thon 5,
